Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202,Pre_Early_Prct,Early_Outbreak_Prct,Pre_Outbreak_Prct,Pre_rank,Early_rank,Outbreak_rank,Rank_change1,Rank_change2,Rank_change3
m7021,m,"Olecranon bursitis, right elbow",Diseases of the musculoskeletal system and connective tissue,52,31,34,-0.403846154,0.096774194,-0.346153846,1816,2231,2194,415,-37,378
m7022,m,"Olecranon bursitis, left elbow",Diseases of the musculoskeletal system and connective tissue,52,36,25,-0.307692308,-0.305555556,-0.519230769,1816,2076,2541,260,465,725
m7041,m,"Prepatellar bursitis, right knee",Diseases of the musculoskeletal system and connective tissue,30,27,27,-0.1,0,-0.1,2376,2397,2454,21,57,78
m7042,m,"Prepatellar bursitis, left knee",Diseases of the musculoskeletal system and connective tissue,34,28,23,-0.176470588,-0.178571429,-0.323529412,2225,2355,2635,130,280,410
m7061,m,"Trochanteric bursitis, right hip",Diseases of the musculoskeletal system and connective tissue,56,43,40,-0.232142857,-0.069767442,-0.285714286,1754,1896,2031,142,135,277
m7062,m,"Trochanteric bursitis, left hip",Diseases of the musculoskeletal system and connective tissue,56,55,38,-0.017857143,-0.309090909,-0.321428571,1754,1666,2079,-88,413,325
m7071,m,"Other bursitis of hip, right hip",Diseases of the musculoskeletal system and connective tissue,17,12,12,-0.294117647,0,-0.294117647,3036,3314,3312,278,-2,276
m7072,m,"Other bursitis of hip, left hip",Diseases of the musculoskeletal system and connective tissue,13,13,13,0,0,0,3301,3231,3242,-70,11,-59
m71121,m,"Other infective bursitis, right elbow",Diseases of the musculoskeletal system and connective tissue,35,29,19,-0.171428571,-0.344827586,-0.457142857,2195,2304,2834,109,530,639
m71122,m,"Other infective bursitis, left elbow",Diseases of the musculoskeletal system and connective tissue,38,34,32,-0.105263158,-0.058823529,-0.157894737,2119,2117,2265,-2,148,146
m71161,m,"Other infective bursitis, right knee",Diseases of the musculoskeletal system and connective tissue,27,25,14,-0.074074074,-0.44,-0.481481481,2501,2483,3161,-18,678,660
m71162,m,"Other infective bursitis, left knee",Diseases of the musculoskeletal system and connective tissue,29,15,12,-0.482758621,-0.2,-0.586206897,2416,3085,3308,669,223,892
m7120,m,"Synovial cyst of popliteal space [Baker], unspecified knee",Diseases of the musculoskeletal system and connective tissue,51,60,41,0.176470588,-0.316666667,-0.196078431,1834,1601,2008,-233,407,174
m7121,m,"Synovial cyst of popliteal space [Baker], right knee",Diseases of the musculoskeletal system and connective tissue,73,62,63,-0.150684932,0.016129032,-0.136986301,1514,1577,1592,63,15,78
m7122,m,"Synovial cyst of popliteal space [Baker], left knee",Diseases of the musculoskeletal system and connective tissue,48,54,63,0.125,0.166666667,0.3125,1889,1678,1592,-211,-86,-297
m7138,m,"Other bursal cyst, other site",Diseases of the musculoskeletal system and connective tissue,216,152,137,-0.296296296,-0.098684211,-0.365740741,820,945,1015,125,70,195
m719,m,"Bursopathy, unspecified",Diseases of the musculoskeletal system and connective tissue,19,15,14,-0.210526316,-0.066666667,-0.263157895,2899,3081,3157,182,76,258
m720,m,Palmar fascial fibromatosis [Dupuytren],Diseases of the musculoskeletal system and connective tissue,34,21,33,-0.382352941,0.571428571,-0.029411765,2217,2703,2225,486,-478,8
m722,m,Plantar fascial fibromatosis,Diseases of the musculoskeletal system and connective tissue,101,98,91,-0.02970297,-0.071428571,-0.099009901,1255,1206,1311,-49,105,56
m726,m,Necrotizing fasciitis,Diseases of the musculoskeletal system and connective tissue,435,452,512,0.03908046,0.132743363,0.177011494,519,502,475,-17,-27,-44
m728,m,Other fibroblastic disorders,Diseases of the musculoskeletal system and connective tissue,13,20,33,0.538461538,0.65,1.538461538,3289,2761,2223,-528,-538,-1066
m729,m,"Fibroblastic disorder, unspecified",Diseases of the musculoskeletal system and connective tissue,45,44,41,-0.022222222,-0.068181818,-0.088888889,1950,1872,2003,-78,131,53
m7501,m,Adhesive capsulitis of right shoulder,Diseases of the musculoskeletal system and connective tissue,37,30,24,-0.189189189,-0.2,-0.351351351,2129,2258,2584,129,326,455
m7502,m,Adhesive capsulitis of left shoulder,Diseases of the musculoskeletal system and connective tissue,28,33,27,0.178571429,-0.181818182,-0.035714286,2445,2150,2442,-295,292,-3
m75100,m,"Unspecified rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic",Diseases of the musculoskeletal system and connective tissue,54,52,31,-0.037037037,-0.403846154,-0.425925926,1781,1708,2295,-73,587,514
m75101,m,"Unspecified rotator cuff tear or rupture of right shoulder, not specified as traumatic",Diseases of the musculoskeletal system and connective tissue,313,234,282,-0.252396166,0.205128205,-0.099041534,648,737,681,89,-56,33
m75102,m,"Unspecified rotator cuff tear or rupture of left shoulder, not specified as traumatic",Diseases of the musculoskeletal system and connective tissue,222,193,206,-0.130630631,0.067357513,-0.072072072,799,831,817,32,-14,18
m75111,m,"Incomplete rotator cuff tear or rupture of right shoulder, not specified as traumatic",Diseases of the musculoskeletal system and connective tissue,45,25,35,-0.444444444,0.4,-0.222222222,1947,2471,2147,524,-324,200
m75112,m,"Incomplete rotator cuff tear or rupture of left shoulder, not specified as traumatic",Diseases of the musculoskeletal system and connective tissue,29,29,34,0,0.172413793,0.172413793,2403,2291,2182,-112,-109,-221
m75120,m,"Complete rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic",Diseases of the musculoskeletal system and connective tissue,10,11,11,0.1,0,0.1,3450,3360,3365,-90,5,-85
m75121,m,"Complete rotator cuff tear or rupture of right shoulder, not specified as traumatic",Diseases of the musculoskeletal system and connective tissue,120,124,158,0.033333333,0.274193548,0.316666667,1133,1058,932,-75,-126,-201
m75122,m,"Complete rotator cuff tear or rupture of left shoulder, not specified as traumatic",Diseases of the musculoskeletal system and connective tissue,76,80,86,0.052631579,0.075,0.131578947,1463,1353,1333,-110,-20,-130
m7520,m,"Bicipital tendinitis, unspecified shoulder",Diseases of the musculoskeletal system and connective tissue,35,21,12,-0.4,-0.428571429,-0.657142857,2180,2691,3289,511,598,1109
m7521,m,"Bicipital tendinitis, right shoulder",Diseases of the musculoskeletal system and connective tissue,103,93,82,-0.097087379,-0.11827957,-0.203883495,1234,1244,1367,10,123,133
m7522,m,"Bicipital tendinitis, left shoulder",Diseases of the musculoskeletal system and connective tissue,86,52,56,-0.395348837,0.076923077,-0.348837209,1362,1703,1679,341,-24,317
m7531,m,Calcific tendinitis of right shoulder,Diseases of the musculoskeletal system and connective tissue,18,12,13,-0.333333333,0.083333333,-0.277777778,2952,3287,3218,335,-69,266
m7541,m,Impingement syndrome of right shoulder,Diseases of the musculoskeletal system and connective tissue,21,33,27,0.571428571,-0.181818182,0.285714286,2764,2143,2433,-621,290,-331
m7542,m,Impingement syndrome of left shoulder,Diseases of the musculoskeletal system and connective tissue,21,20,22,-0.047619048,0.1,0.047619048,2764,2747,2657,-17,-90,-107
m7551,m,Bursitis of right shoulder,Diseases of the musculoskeletal system and connective tissue,31,21,34,-0.322580645,0.619047619,0.096774194,2309,2688,2178,379,-510,-131
m7552,m,Bursitis of left shoulder,Diseases of the musculoskeletal system and connective tissue,16,27,18,0.6875,-0.333333333,0.125,3070,2374,2873,-696,499,-197
m7662,m,"Achilles tendinitis, left leg",Diseases of the musculoskeletal system and connective tissue,10,10,14,0,0.4,0.4,3440,3421,3137,-19,-284,-303
m7730,m,"Calcaneal spur, unspecified foot",Diseases of the musculoskeletal system and connective tissue,49,45,17,-0.081632653,-0.622222222,-0.653061224,1859,1836,2936,-23,1100,1077
m7732,m,"Calcaneal spur, left foot",Diseases of the musculoskeletal system and connective tissue,22,17,13,-0.227272727,-0.235294118,-0.409090909,2707,2936,3212,229,276,505
m778,m,"Other enthesopathies, not elsewhere classified",Diseases of the musculoskeletal system and connective tissue,10,14,22,0.4,0.571428571,1.2,3438,3136,2656,-302,-480,-782
m779,m,"Enthesopathy, unspecified",Diseases of the musculoskeletal system and connective tissue,61,85,57,0.393442623,-0.329411765,-0.06557377,1667,1303,1662,-364,359,-5
m7910,m,"Myalgia, unspecified site",Diseases of the musculoskeletal system and connective tissue,464,527,781,0.135775862,0.481973435,0.683189655,504,447,353,-57,-94,-151
m7918,m,"Myalgia, other site",Diseases of the musculoskeletal system and connective tissue,129,136,138,0.054263566,0.014705882,0.069767442,1073,1002,1002,-71,0,-71
m792,m,"Neuralgia and neuritis, unspecified",Diseases of the musculoskeletal system and connective tissue,190,180,233,-0.052631579,0.294444444,0.226315789,862,852,762,-10,-90,-100
m793,m,"Panniculitis, unspecified",Diseases of the musculoskeletal system and connective tissue,139,145,125,0.043165468,-0.137931034,-0.100719424,1032,960,1070,-72,110,38
m795,m,Residual foreign body in soft tissue,Diseases of the musculoskeletal system and connective tissue,61,49,66,-0.196721311,0.346938776,0.081967213,1663,1748,1535,85,-213,-128
m79601,m,Pain in right arm,Diseases of the musculoskeletal system and connective tissue,211,139,173,-0.341232227,0.244604317,-0.180094787,825,986,894,161,-92,69
m79602,m,Pain in left arm,Diseases of the musculoskeletal system and connective tissue,227,206,198,-0.092511013,-0.038834951,-0.127753304,792,800,835,8,35,43
m79603,m,"Pain in arm, unspecified",Diseases of the musculoskeletal system and connective tissue,24,22,30,-0.083333333,0.363636364,0.25,2597,2614,2313,17,-301,-284
m79604,m,Pain in right leg,Diseases of the musculoskeletal system and connective tissue,671,568,576,-0.153502235,0.014084507,-0.141579732,400,425,435,25,10,35
m79605,m,Pain in left leg,Diseases of the musculoskeletal system and connective tissue,647,575,574,-0.111282844,-0.00173913,-0.112828439,409,421,436,12,15,27
m79606,m,"Pain in leg, unspecified",Diseases of the musculoskeletal system and connective tissue,182,170,197,-0.065934066,0.158823529,0.082417582,872,871,834,-1,-37,-38
m79621,m,Pain in right upper arm,Diseases of the musculoskeletal system and connective tissue,47,29,30,-0.382978723,0.034482759,-0.361702128,1883,2274,2310,391,36,427
m79622,m,Pain in left upper arm,Diseases of the musculoskeletal system and connective tissue,45,39,45,-0.133333333,0.153846154,0,1930,1973,1887,43,-86,-43
m79631,m,Pain in right forearm,Diseases of the musculoskeletal system and connective tissue,31,30,33,-0.032258065,0.1,0.064516129,2295,2236,2201,-59,-35,-94
m79632,m,Pain in left forearm,Diseases of the musculoskeletal system and connective tissue,27,38,22,0.407407407,-0.421052632,-0.185185185,2464,1998,2641,-466,643,177
m79641,m,Pain in right hand,Diseases of the musculoskeletal system and connective tissue,206,225,207,0.09223301,-0.08,0.004854369,831,759,811,-72,52,-20
m79642,m,Pain in left hand,Diseases of the musculoskeletal system and connective tissue,146,145,138,-0.006849315,-0.048275862,-0.054794521,995,955,995,-40,40,0
m79643,m,Pain in unspecified hand,Diseases of the musculoskeletal system and connective tissue,24,17,18,-0.291666667,0.058823529,-0.25,2588,2918,2854,330,-64,266
m79644,m,Pain in right finger(s),Diseases of the musculoskeletal system and connective tissue,41,46,50,0.12195122,0.086956522,0.219512195,2010,1805,1781,-205,-24,-229
m79645,m,Pain in left finger(s),Diseases of the musculoskeletal system and connective tissue,46,32,31,-0.304347826,-0.03125,-0.326086957,1902,2160,2270,258,110,368
m79651,m,Pain in right thigh,Diseases of the musculoskeletal system and connective tissue,98,104,95,0.06122449,-0.086538462,-0.030612245,1261,1152,1263,-109,111,2
m79652,m,Pain in left thigh,Diseases of the musculoskeletal system and connective tissue,100,67,68,-0.33,0.014925373,-0.32,1245,1488,1500,243,12,255
m79661,m,Pain in right lower leg,Diseases of the musculoskeletal system and connective tissue,232,210,202,-0.094827586,-0.038095238,-0.129310345,776,789,819,13,30,43
m79662,m,Pain in left lower leg,Diseases of the musculoskeletal system and connective tissue,251,225,198,-0.103585657,-0.12,-0.211155378,741,759,831,18,72,90
m79669,m,Pain in unspecified lower leg,Diseases of the musculoskeletal system and connective tissue,26,30,22,0.153846154,-0.266666667,-0.153846154,2493,2227,2633,-266,406,140
m79671,m,Pain in right foot,Diseases of the musculoskeletal system and connective tissue,392,351,421,-0.104591837,0.199430199,0.073979592,550,565,530,15,-35,-20
m79672,m,Pain in left foot,Diseases of the musculoskeletal system and connective tissue,361,360,335,-0.002770083,-0.069444444,-0.072022161,581,556,607,-25,51,26
m79673,m,Pain in unspecified foot,Diseases of the musculoskeletal system and connective tissue,58,62,67,0.068965517,0.080645161,0.155172414,1702,1551,1505,-151,-46,-197
m79674,m,Pain in right toe(s),Diseases of the musculoskeletal system and connective tissue,75,68,55,-0.093333333,-0.191176471,-0.266666667,1456,1471,1682,15,211,226
m79675,m,Pain in left toe(s),Diseases of the musculoskeletal system and connective tissue,70,54,50,-0.228571429,-0.074074074,-0.285714286,1519,1650,1773,131,123,254
m797,m,Fibromyalgia,Diseases of the musculoskeletal system and connective tissue,6295,5218,5672,-0.171088165,0.087006516,-0.098967434,58,72,70,14,-2,12
m79a11,m,Nontraumatic compartment syndrome of right upper extremity,Diseases of the musculoskeletal system and connective tissue,17,11,14,-0.352941176,0.272727273,-0.176470588,2973,3315,3103,342,-212,130
m79a12,m,Nontraumatic compartment syndrome of left upper extremity,Diseases of the musculoskeletal system and connective tissue,12,12,16,0,0.333333333,0.333333333,3291,3248,2962,-43,-286,-329
m79a21,m,Nontraumatic compartment syndrome of right lower extremity,Diseases of the musculoskeletal system and connective tissue,33,21,30,-0.363636364,0.428571429,-0.090909091,2210,2655,2294,445,-361,84
m79a22,m,Nontraumatic compartment syndrome of left lower extremity,Diseases of the musculoskeletal system and connective tissue,18,26,21,0.444444444,-0.192307692,0.166666667,2914,2394,2668,-520,274,-246
m79a3,m,Nontraumatic compartment syndrome of abdomen,Diseases of the musculoskeletal system and connective tissue,36,31,41,-0.138888889,0.322580645,0.138888889,2118,2183,1972,65,-211,-146
m7981,m,Nontraumatic hematoma of soft tissue,Diseases of the musculoskeletal system and connective tissue,317,308,322,-0.028391167,0.045454545,0.015772871,632,617,617,-15,0,-15
m7989,m,Other specified soft tissue disorders,Diseases of the musculoskeletal system and connective tissue,1039,1094,1045,0.052935515,-0.044789762,0.005774783,284,266,289,-18,23,5
m8000xa,m,"Age-related osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,86,101,85,0.174418605,-0.158415842,-0.011627907,1342,1162,1327,-180,165,-15
m80051a,m,"Age-related osteoporosis with current pathological fracture, right femur, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,76,68,64,-0.105263158,-0.058823529,-0.157894737,1440,1467,1543,27,76,103
m80052a,m,"Age-related osteoporosis with current pathological fracture, left femur, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,71,58,75,-0.183098592,0.293103448,0.056338028,1503,1594,1414,91,-180,-89
m8008xa,m,"Age-related osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,145,122,115,-0.15862069,-0.057377049,-0.206896552,991,1050,1120,59,70,129
m8008xd,m,"Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with routine healing",Diseases of the musculoskeletal system and connective tissue,30,17,11,-0.433333333,-0.352941176,-0.633333333,2315,2896,3308,581,412,993
m80851a,m,"Other osteoporosis with current pathological fracture, right femur, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,24,13,32,-0.458333333,1.461538462,0.333333333,2566,3156,2214,590,-942,-352
m80852a,m,"Other osteoporosis with current pathological fracture, left femur, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,31,20,26,-0.35483871,0.3,-0.161290323,2273,2704,2431,431,-273,158
m8088xa,m,"Other osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,49,46,48,-0.06122449,0.043478261,-0.020408163,1830,1789,1805,-41,16,-25
m8088xd,m,"Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with routine healing",Diseases of the musculoskeletal system and connective tissue,21,16,15,-0.238095238,-0.0625,-0.285714286,2717,2961,3021,244,60,304
m810,m,Age-related osteoporosis without current pathological fracture,Diseases of the musculoskeletal system and connective tissue,7974,6746,6731,-0.154000502,-0.00222354,-0.155881615,43,53,55,10,2,12
m818,m,Other osteoporosis without current pathological fracture,Diseases of the musculoskeletal system and connective tissue,102,101,93,-0.009803922,-0.079207921,-0.088235294,1223,1160,1267,-63,107,44
m8440xa,m,"Pathological fracture, unspecified site, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,19,19,13,0,-0.315789474,-0.315789474,2831,2758,3162,-73,404,331
m84421a,m,"Pathological fracture, right humerus, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,13,15,22,0.153846154,0.466666667,0.692307692,3219,3010,2614,-209,-396,-605
m84422a,m,"Pathological fracture, left humerus, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,12,12,14,0,0.166666667,0.166666667,3273,3230,3086,-43,-144,-187
m84451a,m,"Pathological fracture, right femur, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,37,35,39,-0.054054054,0.114285714,0.054054054,2084,2046,2004,-38,-42,-80
m84452a,m,"Pathological fracture, left femur, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,36,29,38,-0.194444444,0.310344828,0.055555556,2108,2245,2030,137,-215,-78
m84454a,m,"Pathological fracture, pelvis, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,23,38,19,0.652173913,-0.5,-0.173913043,2604,1976,2761,-628,785,157
m84474a,m,"Pathological fracture, right foot, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,15,10,14,-0.333333333,0.4,-0.066666667,3086,3362,3083,276,-279,-3
m84477a,m,"Pathological fracture, right toe(s), initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,12,13,12,0.083333333,-0.076923077,0,3269,3146,3222,-123,76,-47
m8448xa,m,"Pathological fracture, other site, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,273,254,260,-0.06959707,0.023622047,-0.047619048,701,690,706,-11,16,5
m8448xd,m,"Pathological fracture, other site, subsequent encounter for fracture with routine healing",Diseases of the musculoskeletal system and connective tissue,59,54,44,-0.084745763,-0.185185185,-0.254237288,1669,1640,1889,-29,249,220
m84550a,m,"Pathological fracture in neoplastic disease, pelvis, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,21,24,11,0.142857143,-0.541666667,-0.476190476,2710,2467,3292,-243,825,582
m84551a,m,"Pathological fracture in neoplastic disease, right femur, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,22,20,19,-0.090909091,-0.05,-0.136363636,2656,2695,2759,39,64,103
m84552a,m,"Pathological fracture in neoplastic disease, left femur, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,19,28,21,0.473684211,-0.25,0.105263158,2824,2287,2651,-537,364,-173
m8458xa,m,"Pathological fracture in neoplastic disease, other specified site, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,222,198,194,-0.108108108,-0.02020202,-0.126126126,786,805,828,19,23,42
m8458xd,m,"Pathological fracture in neoplastic disease, other specified site, subsequent encounter for fracture with routine healing",Diseases of the musculoskeletal system and connective tissue,31,26,26,-0.161290323,0,-0.161290323,2265,2377,2423,112,46,158
m8468xa,m,"Pathological fracture in other disease, other site, initial encounter for fracture",Diseases of the musculoskeletal system and connective tissue,20,27,19,0.35,-0.296296296,-0.05,2761,2326,2756,-435,430,-5
m8568,m,"Other cyst of bone, other site",Diseases of the musculoskeletal system and connective tissue,25,23,14,-0.08,-0.391304348,-0.44,2514,2514,3076,0,562,562
m8580,m,"Other specified disorders of bone density and structure, unspecified site",Diseases of the musculoskeletal system and connective tissue,2044,1703,1602,-0.166829746,-0.059307105,-0.216242661,168,194,218,26,24,50
m85851,m,"Other specified disorders of bone density and structure, right thigh",Diseases of the musculoskeletal system and connective tissue,14,12,10,-0.142857143,-0.166666667,-0.285714286,3135,3216,3341,81,125,206
m85861,m,"Other specified disorders of bone density and structure, right lower leg",Diseases of the musculoskeletal system and connective tissue,10,15,19,0.5,0.266666667,0.9,3369,2997,2755,-372,-242,-614
m85862,m,"Other specified disorders of bone density and structure, left lower leg",Diseases of the musculoskeletal system and connective tissue,17,11,18,-0.352941176,0.636363636,0.058823529,2943,3279,2814,336,-465,-129
m85871,m,"Other specified disorders of bone density and structure, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,23,13,12,-0.434782609,-0.076923077,-0.47826087,2598,3135,3211,537,76,613
m85872,m,"Other specified disorders of bone density and structure, left ankle and foot",Diseases of the musculoskeletal system and connective tissue,17,10,16,-0.411764706,0.6,-0.058823529,2942,3347,2934,405,-413,-8
m8588,m,"Other specified disorders of bone density and structure, other site",Diseases of the musculoskeletal system and connective tissue,110,105,111,-0.045454545,0.057142857,0.009090909,1173,1132,1136,-41,4,-37
m8589,m,"Other specified disorders of bone density and structure, multiple sites",Diseases of the musculoskeletal system and connective tissue,35,15,42,-0.571428571,1.8,0.2,2133,2996,1932,863,-1064,-201
m8610,m,"Other acute osteomyelitis, unspecified site",Diseases of the musculoskeletal system and connective tissue,45,30,31,-0.333333333,0.033333333,-0.311111111,1903,2204,2241,301,37,338
m86141,m,"Other acute osteomyelitis, right hand",Diseases of the musculoskeletal system and connective tissue,33,34,29,0.03030303,-0.147058824,-0.121212121,2191,2060,2296,-131,236,105
m86142,m,"Other acute osteomyelitis, left hand",Diseases of the musculoskeletal system and connective tissue,23,27,19,0.173913043,-0.296296296,-0.173913043,2594,2322,2751,-272,429,157
m86152,m,"Other acute osteomyelitis, left femur",Diseases of the musculoskeletal system and connective tissue,19,12,19,-0.368421053,0.583333333,0,2813,3209,2751,396,-458,-62
m86161,m,"Other acute osteomyelitis, right tibia and fibula",Diseases of the musculoskeletal system and connective tissue,20,20,29,0,0.45,0.45,2753,2685,2296,-68,-389,-457
m86162,m,"Other acute osteomyelitis, left tibia and fibula",Diseases of the musculoskeletal system and connective tissue,27,28,20,0.037037037,-0.285714286,-0.259259259,2426,2282,2694,-144,412,268
m86171,m,"Other acute osteomyelitis, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,644,584,642,-0.093167702,0.099315068,-0.00310559,405,411,395,6,-16,-10
m86172,m,"Other acute osteomyelitis, left ankle and foot",Diseases of the musculoskeletal system and connective tissue,667,570,510,-0.145427286,-0.105263158,-0.235382309,397,418,468,21,50,71
m86179,m,"Other acute osteomyelitis, unspecified ankle and foot",Diseases of the musculoskeletal system and connective tissue,24,18,22,-0.25,0.222222222,-0.083333333,2547,2792,2600,245,-192,53
m8618,m,"Other acute osteomyelitis, other site",Diseases of the musculoskeletal system and connective tissue,60,70,71,0.166666667,0.014285714,0.183333333,1641,1424,1457,-217,33,-184
m86471,m,"Chronic osteomyelitis with draining sinus, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,14,13,10,-0.071428571,-0.230769231,-0.285714286,3120,3124,3325,4,201,205
m86472,m,"Chronic osteomyelitis with draining sinus, left ankle and foot",Diseases of the musculoskeletal system and connective tissue,14,16,12,0.142857143,-0.25,-0.142857143,3120,2935,3198,-185,263,78
m8660,m,"Other chronic osteomyelitis, unspecified site",Diseases of the musculoskeletal system and connective tissue,60,69,60,0.15,-0.130434783,0,1641,1442,1583,-199,141,-58
m86651,m,"Other chronic osteomyelitis, right thigh",Diseases of the musculoskeletal system and connective tissue,43,49,52,0.139534884,0.06122449,0.209302326,1938,1714,1718,-224,4,-220
m86652,m,"Other chronic osteomyelitis, left thigh",Diseases of the musculoskeletal system and connective tissue,51,48,40,-0.058823529,-0.166666667,-0.215686275,1783,1737,1972,-46,235,189
m86661,m,"Other chronic osteomyelitis, right tibia and fibula",Diseases of the musculoskeletal system and connective tissue,36,29,35,-0.194444444,0.206896552,-0.027777778,2096,2231,2094,135,-137,-2
m86662,m,"Other chronic osteomyelitis, left tibia and fibula",Diseases of the musculoskeletal system and connective tissue,52,57,31,0.096153846,-0.456140351,-0.403846154,1763,1598,2234,-165,636,471
m86671,m,"Other chronic osteomyelitis, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,256,226,240,-0.1171875,0.061946903,-0.0625,720,747,737,27,-10,17
m86672,m,"Other chronic osteomyelitis, left ankle and foot",Diseases of the musculoskeletal system and connective tissue,260,197,214,-0.242307692,0.086294416,-0.176923077,709,802,782,93,-20,73
m86679,m,"Other chronic osteomyelitis, unspecified ankle and foot",Diseases of the musculoskeletal system and connective tissue,22,15,11,-0.318181818,-0.266666667,-0.5,2634,2979,3261,345,282,627
m8668,m,"Other chronic osteomyelitis, other site",Diseases of the musculoskeletal system and connective tissue,82,84,107,0.024390244,0.273809524,0.304878049,1373,1281,1154,-92,-127,-219
m868x4,m,"Other osteomyelitis, hand",Diseases of the musculoskeletal system and connective tissue,68,64,66,-0.058823529,0.03125,-0.029411765,1523,1498,1503,-25,5,-20
m868x5,m,"Other osteomyelitis, thigh",Diseases of the musculoskeletal system and connective tissue,17,20,18,0.176470588,-0.1,0.058823529,2920,2672,2793,-248,121,-127
m868x6,m,"Other osteomyelitis, lower leg",Diseases of the musculoskeletal system and connective tissue,115,94,98,-0.182608696,0.042553191,-0.147826087,1142,1205,1222,63,17,80
m868x7,m,"Other osteomyelitis, ankle and foot",Diseases of the musculoskeletal system and connective tissue,824,708,686,-0.140776699,-0.031073446,-0.167475728,337,370,383,33,13,46
m868x8,m,"Other osteomyelitis, other site",Diseases of the musculoskeletal system and connective tissue,127,124,136,-0.023622047,0.096774194,0.070866142,1060,1031,986,-29,-45,-74
m869,m,"Osteomyelitis, unspecified",Diseases of the musculoskeletal system and connective tissue,1593,1460,1371,-0.08349027,-0.060958904,-0.139359699,208,220,238,12,18,30
m87051,m,Idiopathic aseptic necrosis of right femur,Diseases of the musculoskeletal system and connective tissue,46,41,44,-0.108695652,0.073170732,-0.043478261,1864,1882,1873,18,-9,9
m87052,m,Idiopathic aseptic necrosis of left femur,Diseases of the musculoskeletal system and connective tissue,51,34,35,-0.333333333,0.029411765,-0.31372549,1774,2044,2085,270,41,311
m87851,m,"Other osteonecrosis, right femur",Diseases of the musculoskeletal system and connective tissue,145,89,71,-0.386206897,-0.202247191,-0.510344828,981,1234,1450,253,216,469
m87852,m,"Other osteonecrosis, left femur",Diseases of the musculoskeletal system and connective tissue,106,75,61,-0.29245283,-0.186666667,-0.424528302,1186,1357,1560,171,203,374
m8788,m,"Other osteonecrosis, other site",Diseases of the musculoskeletal system and connective tissue,22,17,15,-0.227272727,-0.117647059,-0.318181818,2624,2850,2974,226,124,350
m879,m,"Osteonecrosis, unspecified",Diseases of the musculoskeletal system and connective tissue,247,208,211,-0.157894737,0.014423077,-0.145748988,734,777,787,43,10,53
m889,m,Osteitis deformans of unspecified bone,Diseases of the musculoskeletal system and connective tissue,33,23,24,-0.303030303,0.043478261,-0.272727273,2170,2487,2497,317,10,327
m8949,m,"Other hypertrophic osteoarthropathy, multiple sites",Diseases of the musculoskeletal system and connective tissue,24,48,52,1,0.083333333,1.166666667,2527,1725,1707,-802,-18,-820
m8958,m,"Osteolysis, other site",Diseases of the musculoskeletal system and connective tissue,13,11,11,-0.153846154,0,-0.153846154,3164,3241,3246,77,5,82
m898x8,m,"Other specified disorders of bone, other site",Diseases of the musculoskeletal system and connective tissue,67,41,55,-0.388059701,0.341463415,-0.179104478,1534,1878,1654,344,-224,120
m898x9,m,"Other specified disorders of bone, unspecified site",Diseases of the musculoskeletal system and connective tissue,123,110,159,-0.105691057,0.445454545,0.292682927,1081,1096,904,15,-192,-177
m899,m,"Disorder of bone, unspecified",Diseases of the musculoskeletal system and connective tissue,218,164,187,-0.247706422,0.140243902,-0.142201835,790,872,839,82,-33,49
m940,m,Chondrocostal junction syndrome [Tietze],Diseases of the musculoskeletal system and connective tissue,172,153,168,-0.110465116,0.098039216,-0.023255814,884,913,883,29,-30,-1
